model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]"
GPT2-Medium,ALL,FFN/Output/weight,100663296,0.0,8328,0.008273124694824219,13,1.2914339701334635e-05,-19.051124572753906,16.643083572387695,19.051124572753906,8.64267349243164e-05,0.000766913096110026,0.00764926274617513,0.07710854212443033,0.7739315430323284,7.677062352498372,60.70922017097473,30.745901664098103,0.008260210355122883,1.2914339701334635e-05,0.0
GPT2-Medium,ALL,LayerNorm/ln_1/bias,24576,0.0,11,0.044759114583333336,0,0.0,-1.3325612545013428,1.2935925722122192,1.3325612545013428,0.0,0.0,0.04475911458333333,0.32552083333333337,3.5400390625,29.862467447916668,64.97395833333334,1.20849609375,0.04475911458333333,0.0,0.0
GPT2-Medium,ALL,LayerNorm/ln_1/weight,24576,0.0,2,0.008138020833333334,0,0.0,0.018239235505461693,1.0611873865127563,1.0611873865127563,0.0,0.0,0.0,0.0,0.0,0.0,4.341634114583334,95.65022786458334,0.008138020833333332,0.0,0.0
GPT2-Medium,ALL,LayerNorm/ln_2/bias,24576,0.0,0,0.0,0,0.0,-0.9052333235740662,0.9189859628677368,0.9189859628677368,0.0,0.004069010416666666,0.03255208333333333,0.244140625,2.8076171875,27.408854166666668,67.56591796875,1.9368489583333333,0.0,0.0,0.0
GPT2-Medium,ALL,LayerNorm/ln_2/weight,24576,0.0,17,0.06917317708333333,0,0.0,-0.00027418151148594916,1.425731897354126,1.425731897354126,0.0,0.0,0.004069010416666666,0.008138020833333332,0.020345052083333336,0.016276041666666664,0.45166015625,99.43033854166666,0.06917317708333334,0.0,0.0
GPT2-Medium,ALL,LayerNorm/ln_f/bias,1024,0.0,7,0.68359375,0,0.0,-9.093404769897461,2.747741460800171,9.093404769897461,0.0,0.0,0.0,0.09765625,1.07421875,8.88671875,63.96484375,25.29296875,0.68359375,0.0,0.0
GPT2-Medium,ALL,LayerNorm/ln_f/weight,1024,0.0,1015,99.12109375,5,0.48828125,0.016006598249077797,19.212846755981445,19.212846755981445,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.78125,98.6328125,0.48828125,0.0
GPT2-Medium,L0,Attn/O/bias,1024,0.0,0,0.0,0,0.0,-0.15185372531414032,0.2635491192340851,0.2635491192340851,0.0,0.09765625,0.09765625,0.48828125,3.80859375,42.08984375,53.02734375,0.390625,0.0,0.0,0.0
GPT2-Medium,L0,Attn/O/weight,1048576,0.0,0,0.0,0,0.0,-0.7836160063743591,0.8459680676460266,0.8459680676460266,0.00019073486328125,0.001621246337890625,0.024509429931640625,0.1972198486328125,2.0719528198242188,20.180892944335938,74.86810684204102,2.655506134033203,0.0,0.0,0.0
GPT2-Medium,L0,Attn/QKV/bias,3072,0.0,20,0.6510416666666666,0,0.0,-1.1467496156692505,1.132637858390808,1.1467496156692505,0.0,0.0,0.09765625,1.0416666666666665,7.51953125,32.35677083333333,29.947916666666668,28.385416666666668,0.6510416666666667,0.0,0.0
GPT2-Medium,L0,Attn/QKV/weight,3145728,0.0,2174,0.06910959879557292,0,0.0,-2.920058488845825,2.699282169342041,2.920058488845825,0.00019073486328125,0.0008900960286458334,0.009123484293619793,0.09241104125976562,0.918738047281901,9.051227569580078,54.29633458455404,35.561974843343094,0.06910959879557291,0.0,0.0
GPT2-Medium,L0,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.3161960542201996,0.8380845785140991,0.8380845785140991,0.0,0.0,0.0,0.0732421875,0.4638671875,3.9306640625,47.94921875,47.5830078125,0.0,0.0,0.0
